#                                             Damping parameters   Lande
# Elm Ion      WL_air(nm) Excit(eV) log gf*   Rad.  Stark    Waals  factor  References
'Th 1',      363.458200,    0.966,  0.119, 0.000, 0.000, 0.000,  0.890,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th'
'Th 2',      363.524200,    1.957, -0.003, 0.000, 0.000, 0.000,  1.580,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th+'
'Th 2',      363.541900,    2.731,  0.917, 0.000, 0.000, 0.000,  1.440,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th+'
'Th 3',      363.592475,    0.930, -2.540, 0.000, 0.000, 0.000,  1.220,'   2 wl:BPQZS   2 BPQZS   2 gf:BPQZS   2 BPQZS   2 BPQZS   2 BPQZS   2 BPQZS    Th+2'
'Th 2',      363.755600,    0.830, -1.223, 0.000, 0.000, 0.000,  1.360,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th+'
'Th 1',      363.831900,    0.615, -0.870, 0.000, 0.000, 0.000,  1.180,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th'
'Th 1',      363.864400,    1.091, -0.295, 0.000, 0.000, 0.000,  0.800,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th'
'Th 2',      363.944700,    0.765, -0.798, 0.000, 0.000, 0.000,  0.770,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th+'
'Th 1',      364.224900,    0.000, -0.729, 0.000, 0.000, 0.000,  0.900,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th'
'Th 1',      364.351200,    0.789, -0.400, 0.000, 0.000, 0.000,  1.190,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th'
'Th 2',      364.434800,    1.323, -0.936, 0.000, 0.000, 0.000,  1.130,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th+'
'Th 2',      364.729900,    1.548, -0.560, 0.000, 0.000, 0.000,  1.320,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th+'
'Th 2',      364.736800,    1.834, -0.280, 0.000, 0.000, 0.000,  1.460,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th+'
'Th 2',      364.764600,    1.548, -0.384, 0.000, 0.000, 0.000,  1.130,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th+'
'Th 2',      364.817400,    0.000, -2.049, 0.000, 0.000, 0.000,  0.820,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th+'
'Th 2',      364.842100,    0.189, -1.758, 0.000, 0.000, 0.000,  1.070,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th+'
'Th 2',      364.924900,    0.909, -0.701, 0.000, 0.000, 0.000,  0.810,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th+'
'Th 1',      364.973500,    0.690, -0.312, 0.000, 0.000, 0.000,  1.620,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th'
